metric,dataset,run,hash,blockchain,mode,workload,network_size,metric_value,configuration_mean,absolute_deviation,relative_deviation,plot_x,plot_offset
energy,2023,9,140b2b,Ethereum,torus,Gaming,10 nodes,17.254242167255573,20.454916289092814,-3.200674121837242,-15.647456467685174,16.15230769230769,0.1523076923076923
energy,2023,6,140b2b,Ethereum,torus,Gaming,10 nodes,20.146334441110618,20.454916289092814,-0.3085818479821967,-1.5085950175544933,16.06923076923077,0.0692307692307692
energy,2023,4,140b2b,Ethereum,torus,Gaming,10 nodes,22.523778632357825,20.454916289092814,2.0688623432650104,10.114254754335958,16.013846153846153,0.013846153846153841
energy,2023,7,140b2b,Ethereum,torus,Gaming,10 nodes,23.381487585838173,20.454916289092814,2.926571296745358,14.307422506079357,16.096923076923076,0.09692307692307689
energy,2023,3,140b2b,Ethereum,torus,Gaming,10 nodes,22.51720586785641,20.454916289092814,2.062289578763597,10.082121821555791,15.958461538461538,-0.04153846153846155
energy,2023,5,140b2b,Ethereum,torus,Gaming,10 nodes,23.83966960253748,20.454916289092814,3.3847533134446657,16.547382866824634,16.04153846153846,0.041538461538461524
energy,2023,1,140b2b,Ethereum,torus,Gaming,10 nodes,17.309631956063395,20.454916289092814,-3.1452843330294193,-15.376666853956186,15.82,-0.18
energy,2023,8,140b2b,Ethereum,torus,Gaming,10 nodes,17.488330720114018,20.454916289092814,-2.9665855689787968,-14.503044290436284,16.124615384615385,0.12461538461538463
energy,2023,2,140b2b,Ethereum,torus,Gaming,10 nodes,20.914573488169385,20.454916289092814,0.4596571990765703,2.247172232729564,15.903076923076924,-0.09692307692307692
energy,2023,10,140b2b,Ethereum,torus,Gaming,10 nodes,18.157248199913266,20.454916289092814,-2.297668089179549,-11.232840343642646,16.18,0.18
energy,2023,9,aa8f41,Ethereum,torus,VISA,10 nodes,22.10752286148913,21.853916316069295,0.25360654541983507,1.1604626912264548,16.154285714285713,0.15428571428571425
energy,2023,6,aa8f41,Ethereum,torus,VISA,10 nodes,27.23154210298374,21.853916316069295,5.377625786914447,24.60714916785991,16.077142857142857,0.07714285714285712
energy,2023,4,aa8f41,Ethereum,torus,VISA,10 nodes,20.817951129131416,21.853916316069295,-1.0359651869378794,-4.740409782644445,16.025714285714287,0.025714285714285717
energy,2023,7,aa8f41,Ethereum,torus,VISA,10 nodes,21.785127829905072,21.853916316069295,-0.06878848616422317,-0.31476502961458974,16.102857142857143,0.10285714285714287
energy,2023,3,aa8f41,Ethereum,torus,VISA,10 nodes,18.97971856582522,21.853916316069295,-2.8741977502440754,-13.151865819723412,16.0,0.0
energy,2023,5,aa8f41,Ethereum,torus,VISA,10 nodes,24.023615133893017,21.853916316069295,2.169698817823722,9.928192212525,16.05142857142857,0.05142857142857141
energy,2023,1,aa8f41,Ethereum,torus,VISA,10 nodes,19.6607616330684,21.853916316069295,-2.1931546830008948,-10.03552247241039,15.871428571428572,-0.12857142857142856
energy,2023,8,aa8f41,Ethereum,torus,VISA,10 nodes,24.37209415242342,21.853916316069295,2.5181778363541234,11.52277605502907,16.12857142857143,0.12857142857142861
energy,2023,2,aa8f41,Ethereum,torus,VISA,10 nodes,18.53000521616082,21.853916316069295,-3.323911099908475,-15.209681650809591,15.948571428571428,-0.051428571428571435
energy,2023,10,aa8f41,Ethereum,torus,VISA,10 nodes,21.4675177675824,21.853916316069295,-0.3863985484868948,-1.7680975020608731,16.18,0.18
energy,2023,9,a8bdf4,Ethereum,torus,FIFA,10 nodes,10.213901434286958,8.917134633521984,1.2967668007649742,14.542415855089455,16.156,0.15600000000000003
energy,2023,6,a8bdf4,Ethereum,torus,FIFA,10 nodes,8.704434105121873,8.917134633521984,-0.2127005284001111,-2.385301300717282,16.084,0.08400000000000002
energy,2023,4,a8bdf4,Ethereum,torus,FIFA,10 nodes,8.752290431556087,8.917134633521984,-0.16484420196589689,-1.8486230021267345,16.036,0.036000000000000004
energy,2023,7,a8bdf4,Ethereum,torus,FIFA,10 nodes,10.25676377506822,8.917134633521984,1.3396291415462365,15.023089777182447,16.108,0.10800000000000004
energy,2023,3,a8bdf4,Ethereum,torus,FIFA,10 nodes,8.668027122859455,8.917134633521984,-0.24910751066252956,-2.793582478008858,16.012,0.01200000000000001
energy,2023,5,a8bdf4,Ethereum,torus,FIFA,10 nodes,7.813835895884029,8.917134633521984,-1.1032987376379548,-12.372794434328139,16.06,0.05999999999999997
energy,2023,1,a8bdf4,Ethereum,torus,FIFA,10 nodes,9.59820877315424,8.917134633521984,0.6810741396322566,7.637813800320004,15.844,-0.156
energy,2023,8,a8bdf4,Ethereum,torus,FIFA,10 nodes,9.57177435717977,8.917134633521984,0.6546397236577857,7.341368618533731,16.132,0.132
energy,2023,2,a8bdf4,Ethereum,torus,FIFA,10 nodes,10.253206150597723,8.917134633521984,1.3360715170757391,14.983193278848514,15.94,-0.06000000000000001
energy,2023,10,a8bdf4,Ethereum,torus,FIFA,10 nodes,7.405581760500407,8.917134633521984,-1.5115528730215768,-16.951105205244183,16.18,0.18
energy,2023,9,ad310a,Ethereum,torus,DDoS,10 nodes,9.853630285599158,10.364140282579994,-0.5105099969808364,-4.925734147374477,16.15230769230769,0.1523076923076923
energy,2023,6,ad310a,Ethereum,torus,DDoS,10 nodes,10.271332928736625,10.364140282579994,-0.09280735384336936,-0.8954660137065067,16.06923076923077,0.0692307692307692
energy,2023,4,ad310a,Ethereum,torus,DDoS,10 nodes,9.29513566682434,10.364140282579994,-1.069004615755654,-10.314455291119831,16.013846153846153,0.013846153846153841
energy,2023,7,ad310a,Ethereum,torus,DDoS,10 nodes,10.092524884428435,10.364140282579994,-0.27161539815155855,-2.6207229036458397,16.096923076923076,0.09692307692307689
energy,2023,3,ad310a,Ethereum,torus,DDoS,10 nodes,11.57458409546922,10.364140282579994,1.2104438128892259,11.679153117251172,15.986153846153845,-0.013846153846153841
energy,2023,5,ad310a,Ethereum,torus,DDoS,10 nodes,8.789469461454836,10.364140282579994,-1.5746708211251583,-15.193453370868193,16.04153846153846,0.041538461538461524
energy,2023,1,ad310a,Ethereum,torus,DDoS,10 nodes,10.180721087683528,10.364140282579994,-0.18341919489646585,-1.769748284908456,15.903076923076924,-0.09692307692307692
energy,2023,8,ad310a,Ethereum,torus,DDoS,10 nodes,10.959187527243005,10.364140282579994,0.5950472446630108,5.741404771056254,16.124615384615385,0.12461538461538463
energy,2023,2,ad310a,Ethereum,torus,DDoS,10 nodes,12.177729805667411,10.364140282579994,1.8135895230874173,17.498697177378922,15.958461538461538,-0.04153846153846155
energy,2023,10,ad310a,Ethereum,torus,DDoS,10 nodes,12.33020034608364,10.364140282579994,1.9660600635036456,18.969832614174393,16.18,0.18
energy,2023,1,f1539c,Ethereum,torus,GAFAM,10 nodes,15.813350067727663,13.878271218879512,1.9350788488481516,13.943226921633714,15.897142857142857,-0.10285714285714284
energy,2023,1,5eb4f2,Ethereum,torus,DDoS,10 nodes,8.574810521144276,10.364140282579994,-1.7893297614357184,-17.264623139492013,15.82,-0.18
energy,2023,1,59ab30,Ethereum,torus,PayPal,10 nodes,28.44101818645806,23.89835211617002,4.542666070288039,19.008281609569206,15.845714285714285,-0.15428571428571428
energy,2023,1,4ecde5,Ethereum,torus,VISA,10 nodes,21.82751066700033,21.853916316069295,-0.02640564906896614,-0.12082799571054427,15.845714285714285,-0.15428571428571428
energy,2023,1,374312,Ethereum,torus,FIFA,10 nodes,8.09648218666571,8.917134633521984,-0.8206524468562737,-9.20309584394087,15.82,-0.18
energy,2023,1,b2ffba,Ethereum,torus,FIFA,10 nodes,7.645788382561344,8.917134633521984,-1.2713462509606401,-14.257340538308087,15.868,-0.132
energy,2023,1,591f5b,Ethereum,torus,Gaming,10 nodes,20.973067647991417,20.454916289092814,0.5181513588986029,2.5331384962689727,15.875384615384615,-0.12461538461538461
energy,2023,1,2b0bd3,Ethereum,fat-tree,DDoS,40 nodes,9.249818688536134,9.937419566488298,-0.6876008779521641,-6.919310122226726,11.82,-0.18
energy,2023,1,f270d5,Ethereum,fat-tree,GAFAM,40 nodes,11.858455213998887,14.392597493820498,-2.5341422798216104,-17.607261516968368,11.88,-0.12
energy,2023,1,ecf920,Ethereum,fat-tree,PayPal,40 nodes,25.04941550944037,22.344223011399947,2.7051924980404216,12.106898936070596,11.88,-0.12
energy,2023,1,6318ba,Ethereum,fat-tree,VISA,40 nodes,20.324520017258266,23.330976464057965,-3.0064564467996995,-12.886114952930631,11.82,-0.18
energy,2023,1,4f4973,Ethereum,fat-tree,Gaming,40 nodes,21.34307510237237,21.338631915980308,0.00444318639206287,0.0208222645648403,11.85,-0.15
energy,2023,1,aab1b0,Ethereum,fat-tree,FIFA,40 nodes,10.024880826519746,9.105230282563953,0.9196505439557932,10.100244754016563,11.85,-0.15
energy,2023,1,ba2de7,Ethereum,full mesh,VISA,40 nodes,24.429846131628885,22.511229383253735,1.9186167483751504,8.522931891949105,12.88,-0.12
energy,2023,1,efed9f,Ethereum,full mesh,DDoS,40 nodes,10.590804059683284,10.484153802972221,0.10665025671106321,1.0172519281511134,12.88,-0.12
energy,2023,1,e9cc43,Ethereum,full mesh,Gaming,40 nodes,23.67721747065749,20.418167971616057,3.2590494990414314,15.961517720747224,12.88,-0.12
energy,2023,1,58d02c,Ethereum,full mesh,GAFAM,40 nodes,16.057388062541,15.03067423017898,1.026713832362022,6.830790266883431,12.82,-0.18
energy,2023,1,e01c84,Ethereum,full mesh,FIFA,40 nodes,8.594482470766668,9.216150093033116,-0.6216676222664486,-6.745415558459642,12.88,-0.12
energy,2023,1,502da4,Ethereum,full mesh,PayPal,40 nodes,22.91493875726073,22.23700644206746,0.6779323151932708,3.0486671709136797,12.82,-0.18
energy,2023,1,d06091,Ethereum,hypercube,VISA,40 nodes,28.48738719538883,22.438545990169303,6.048841205219528,26.95736705876408,13.88,-0.12
energy,2023,1,da04d4,Ethereum,hypercube,DDoS,40 nodes,13.61043721403832,10.757042658441755,2.853394555596566,26.52582727611776,13.88,-0.12
energy,2023,1,289922,Ethereum,hypercube,Gaming,40 nodes,18.938318386736164,20.739465221821426,-1.8011468350852624,-8.684634901724232,13.82,-0.18
energy,2023,1,6a9524,Ethereum,hypercube,GAFAM,40 nodes,15.250407134504949,14.315630582423829,0.9347765520811198,6.5297616245336885,13.82,-0.18
energy,2023,1,984471,Ethereum,hypercube,FIFA,40 nodes,8.514023082537824,9.084920128751715,-0.5708970462138918,-6.284007323379012,13.82,-0.18
energy,2023,1,155467,Ethereum,hypercube,PayPal,40 nodes,18.005161100184257,22.09483922882244,-4.089678128638184,-18.509653255603915,13.82,-0.18
energy,2023,1,a2d1dc,Ethereum,fat-tree,DDoS,40 nodes,12.464394841455183,9.937419566488298,2.526975274966885,25.42888783209414,11.88,-0.12
energy,2023,2,a2d1dc,Ethereum,fat-tree,DDoS,40 nodes,7.076895330683616,9.937419566488298,-2.8605242358046823,-28.78538252979832,11.94,-0.06
energy,2023,1,cebc4a,Ethereum,fat-tree,PayPal,40 nodes,18.918764957554423,22.344223011399947,-3.4254580538455244,-15.330396819338345,11.85,-0.15
energy,2023,2,cebc4a,Ethereum,fat-tree,PayPal,40 nodes,20.575102226749078,22.344223011399947,-1.7691207846508696,-7.917575758836054,11.94,-0.06
energy,2023,1,a79eba,Ethereum,fat-tree,VISA,40 nodes,24.151177580268865,23.330976464057965,0.8202011162108995,3.515502737206232,11.85,-0.15
energy,2023,2,a79eba,Ethereum,fat-tree,VISA,40 nodes,28.068697368767847,23.330976464057965,4.737720904709882,20.306569302868553,11.91,-0.08999999999999998
energy,2023,1,25df51,Ethereum,fat-tree,Gaming,40 nodes,26.778668141067698,21.338631915980308,5.44003622508739,25.493837873520825,11.82,-0.18
energy,2023,2,25df51,Ethereum,fat-tree,Gaming,40 nodes,21.239965666592376,21.338631915980308,-0.09866624938793223,-0.4623832013993454,11.91,-0.08999999999999998
energy,2023,1,7abca0,Ethereum,fat-tree,GAFAM,40 nodes,16.390565481992923,14.392597493820498,1.9979679881724248,13.881913872949328,11.85,-0.15
energy,2023,2,7abca0,Ethereum,fat-tree,GAFAM,40 nodes,15.849384723456216,14.392597493820498,1.4567872296357187,10.121781216081354,11.94,-0.06
energy,2023,1,2cd6d3,Ethereum,fat-tree,FIFA,40 nodes,8.16292500696152,9.105230282563953,-0.9423052756024326,-10.34905484386154,11.82,-0.18
energy,2023,2,2cd6d3,Ethereum,fat-tree,FIFA,40 nodes,8.619936896127665,9.105230282563953,-0.48529338643628783,-5.329831002359157,11.91,-0.08999999999999998
energy,2023,9,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,12.456382516411264,14.392597493820498,-1.936214977409234,-13.452852956115485,12.15,0.15000000000000002
energy,2023,6,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,15.754068248881904,14.392597493820498,1.361470755061406,9.45952081023566,12.06,0.06
energy,2023,4,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,17.955529148309317,14.392597493820498,3.5629316544888194,24.755306719433893,12.0,2.7755575615628914e-17
energy,2023,7,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,15.734014666581754,14.392597493820498,1.3414171727612558,9.320188196308534,12.09,0.08999999999999997
energy,2023,3,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,14.585087295563538,14.392597493820498,0.1924898017430401,1.3374222535278022,11.97,-0.03
energy,2023,5,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,16.447546031847843,14.392597493820498,2.054948538027345,14.277815654260067,12.03,0.03
energy,2023,1,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,9.957969327608703,14.392597493820498,-4.434628166211795,-30.811868171230486,11.82,-0.18
energy,2023,8,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,13.075571629754265,14.392597493820498,-1.317025864066233,-9.150716989283564,12.12,0.12
energy,2023,2,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,13.233201999430744,14.392597493820498,-1.159395494389754,-8.055498633151826,11.91,-0.08999999999999998
energy,2023,10,6c60b9,Ethereum,fat-tree,GAFAM,40 nodes,13.805991135829125,14.392597493820498,-0.5866063579913732,-4.075750456046827,12.18,0.18000000000000005
energy,2023,9,bcb075,Ethereum,fat-tree,PayPal,40 nodes,25.340275037492702,22.344223011399947,2.9960520260927552,13.408620315703883,12.15,0.15000000000000002
energy,2023,6,bcb075,Ethereum,fat-tree,PayPal,40 nodes,24.230484396308043,22.344223011399947,1.8862613849080958,8.441830284032395,12.06,0.06
energy,2023,4,bcb075,Ethereum,fat-tree,PayPal,40 nodes,21.998352672219607,22.344223011399947,-0.3458703391803404,-1.5479183993279986,12.0,2.7755575615628914e-17
energy,2023,7,bcb075,Ethereum,fat-tree,PayPal,40 nodes,22.485541089362705,22.344223011399947,0.14131807796275808,0.6324591277604869,12.09,0.08999999999999997
energy,2023,3,bcb075,Ethereum,fat-tree,PayPal,40 nodes,23.40848989372407,22.344223011399947,1.064266882324123,4.763051647762098,11.97,-0.03
energy,2023,5,bcb075,Ethereum,fat-tree,PayPal,40 nodes,23.512443307275845,22.344223011399947,1.1682202958758978,5.228287845497585,12.03,0.03
energy,2023,1,bcb075,Ethereum,fat-tree,PayPal,40 nodes,20.792944934764297,22.344223011399947,-1.5512780766356506,-6.942636026521011,11.82,-0.18
energy,2023,8,bcb075,Ethereum,fat-tree,PayPal,40 nodes,22.3558533441196,22.344223011399947,0.011630332719651193,0.052050736844675406,12.12,0.12
energy,2023,2,bcb075,Ethereum,fat-tree,PayPal,40 nodes,21.49128492949845,22.344223011399947,-0.8529380819014989,-3.8172644511573877,11.91,-0.08999999999999998
energy,2023,10,bcb075,Ethereum,fat-tree,PayPal,40 nodes,20.315946849690143,22.344223011399947,-2.0282761617098046,-9.077407438490857,12.18,0.18000000000000005
energy,2023,9,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,19.92503303333713,21.338631915980308,-1.4135988826431785,-6.624599403603504,12.15,0.15000000000000002
energy,2023,6,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,27.72911496175421,21.338631915980308,6.390483045773902,29.94795107266519,12.06,0.06
energy,2023,4,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,18.59629885859099,21.338631915980308,-2.7423330573893168,-12.851494267238419,12.0,2.7755575615628914e-17
energy,2023,7,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,17.527827255702665,21.338631915980308,-3.8108046602776433,-17.858711257977912,12.09,0.08999999999999997
energy,2023,3,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,14.642699384864898,21.338631915980308,-6.69593253111541,-31.37939000719576,11.97,-0.03
energy,2023,5,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,24.165375851363297,21.338631915980308,2.8267439353829893,13.247072007770408,12.03,0.03
energy,2023,1,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,25.74414931151938,21.338631915980308,4.405517395539071,20.645734988473276,11.88,-0.12
energy,2023,8,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,14.544867144596012,21.338631915980308,-6.793764771384296,-31.83786476159471,12.12,0.12
energy,2023,2,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,21.895781433333205,21.338631915980308,0.5571495173528973,2.6109898682663584,11.94,-0.06
energy,2023,10,fd5faf,Ethereum,fat-tree,Gaming,40 nodes,23.26935876264976,21.338631915980308,1.930726846669451,9.048034823748692,12.18,0.18000000000000005
energy,2023,9,d6d663,Ethereum,fat-tree,VISA,40 nodes,29.665120461683752,23.330976464057965,6.334143997625787,27.149073710582655,12.15,0.15000000000000002
energy,2023,6,d6d663,Ethereum,fat-tree,VISA,40 nodes,19.129098882522644,23.330976464057965,-4.201877581535321,-18.00986593085134,12.06,0.06
energy,2023,4,d6d663,Ethereum,fat-tree,VISA,40 nodes,18.348716086796053,23.330976464057965,-4.9822603772619125,-21.35470148425732,12.0,2.7755575615628914e-17
energy,2023,7,d6d663,Ethereum,fat-tree,VISA,40 nodes,24.950681130739717,23.330976464057965,1.619704666681752,6.942292660476314,12.09,0.08999999999999997
energy,2023,3,d6d663,Ethereum,fat-tree,VISA,40 nodes,26.61901064236876,23.330976464057965,3.288034178310795,14.092998565131236,11.97,-0.03
energy,2023,5,d6d663,Ethereum,fat-tree,VISA,40 nodes,18.21945317953468,23.330976464057965,-5.111523284523287,-21.90874133535617,12.03,0.03
energy,2023,1,d6d663,Ethereum,fat-tree,VISA,40 nodes,21.934935102061434,23.330976464057965,-1.3960413619965308,-5.983638808033485,11.88,-0.12
energy,2023,8,d6d663,Ethereum,fat-tree,VISA,40 nodes,28.55995215102244,23.330976464057965,5.228975686964475,22.412159624008282,12.12,0.12
energy,2023,2,d6d663,Ethereum,fat-tree,VISA,40 nodes,22.377530966152523,23.330976464057965,-0.9534454979054416,-4.08660777389344,11.94,-0.06
energy,2023,10,d6d663,Ethereum,fat-tree,VISA,40 nodes,20.953800463576567,23.330976464057965,-2.3771760004813984,-10.18892631495088,12.18,0.18000000000000005
energy,2023,9,e377d9,Ethereum,fat-tree,FIFA,40 nodes,8.35172894513761,9.105230282563953,-0.7535013374263428,-8.275478093829863,12.15,0.15000000000000002
energy,2023,6,e377d9,Ethereum,fat-tree,FIFA,40 nodes,10.033053789852096,9.105230282563953,0.9278235072881422,10.190005947075017,12.06,0.06
energy,2023,4,e377d9,Ethereum,fat-tree,FIFA,40 nodes,7.853321166108109,9.105230282563953,-1.2519091164558445,-13.749340517539528,12.0,2.7755575615628914e-17
energy,2023,7,e377d9,Ethereum,fat-tree,FIFA,40 nodes,9.40863130270494,9.105230282563953,0.3034010201409867,3.3321619632397876,12.09,0.08999999999999997
energy,2023,3,e377d9,Ethereum,fat-tree,FIFA,40 nodes,8.991051677237717,9.105230282563953,-0.11417860532623614,-1.253989210408904,11.97,-0.03
energy,2023,5,e377d9,Ethereum,fat-tree,FIFA,40 nodes,9.209927581862337,9.105230282563953,0.10469729929838323,1.1498588838425445,12.03,0.03
energy,2023,1,e377d9,Ethereum,fat-tree,FIFA,40 nodes,9.182700724915057,9.105230282563953,0.07747044235110323,0.8508345197974304,11.88,-0.12
energy,2023,8,e377d9,Ethereum,fat-tree,FIFA,40 nodes,7.302433658404136,9.105230282563953,-1.802796624159817,-19.799571984599662,12.12,0.12
energy,2023,2,e377d9,Ethereum,fat-tree,FIFA,40 nodes,11.447426562772929,9.105230282563953,2.3421962802089755,25.723635839218264,11.94,-0.06
energy,2023,10,e377d9,Ethereum,fat-tree,FIFA,40 nodes,9.77997553472753,9.105230282563953,0.6747452521635768,7.410523745409044,12.18,0.18000000000000005
energy,2023,9,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,7.963637079919193,9.937419566488298,-1.973782486569105,-19.86212289179417,12.15,0.15000000000000002
energy,2023,6,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,13.810973902497604,9.937419566488298,3.873554336009306,38.97947862714776,12.06,0.06
energy,2023,4,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,9.952462645531432,9.937419566488298,0.01504307904313329,0.1513781212767012,12.0,2.7755575615628914e-17
energy,2023,7,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,11.093884278206446,9.937419566488298,1.1564647117181472,11.637474939853231,12.09,0.08999999999999997
energy,2023,3,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,8.704958116147814,9.937419566488298,-1.2324614503404838,-12.40222818503791,11.97,-0.03
energy,2023,5,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,11.91935785182276,9.937419566488298,1.9819382853344614,19.944194487048737,12.03,0.03
energy,2023,1,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,9.043252454686984,9.937419566488298,-0.8941671118013144,-8.997980872385533,11.85,-0.15
energy,2023,8,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,9.454986274698138,9.937419566488298,-0.48243329179016037,-4.854713928121316,12.12,0.12
energy,2023,2,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,7.746359743833854,9.937419566488298,-2.191059822654444,-22.048579190953134,11.91,-0.08999999999999998
energy,2023,10,7c7a02,Ethereum,fat-tree,DDoS,40 nodes,10.705473156328717,9.937419566488298,0.7680535898404184,7.728903712896511,12.18,0.18000000000000005
energy,2023,1,4d076e,Ethereum,full mesh,FIFA,40 nodes,10.48008604673432,9.216150093033116,1.2639359537012034,13.714359477030076,12.85,-0.15
energy,2023,2,4d076e,Ethereum,full mesh,FIFA,40 nodes,10.612589320222028,9.216150093033116,1.3964392271889121,15.152088595481324,12.94,-0.06
energy,2023,1,3c2d14,Ethereum,full mesh,VISA,40 nodes,22.558192132751675,22.511229383253735,0.04696274949793988,0.20861921265337827,12.82,-0.18
energy,2023,2,3c2d14,Ethereum,full mesh,VISA,40 nodes,18.56069657832086,22.511229383253735,-3.950532804932873,-17.549165075238864,12.91,-0.08999999999999998
energy,2023,1,69ba48,Ethereum,full mesh,PayPal,40 nodes,20.63842310467454,22.23700644206746,-1.5985833373929204,-7.188842354107328,12.88,-0.12
energy,2023,2,69ba48,Ethereum,full mesh,PayPal,40 nodes,27.06077763232807,22.23700644206746,4.823771190260608,21.692538529534747,12.94,-0.06
energy,2023,1,b06846,Ethereum,full mesh,Gaming,40 nodes,15.418482115844874,20.418167971616057,-4.999685855771183,-24.48645668270241,12.85,-0.15
energy,2023,2,b06846,Ethereum,full mesh,Gaming,40 nodes,18.830449884844214,20.418167971616057,-1.5877180867718437,-7.776006588734997,12.94,-0.06
energy,2023,1,caad24,Ethereum,full mesh,GAFAM,40 nodes,17.752191057212606,15.03067423017898,2.7215168270336267,18.106418816324915,12.88,-0.12
energy,2023,2,caad24,Ethereum,full mesh,GAFAM,40 nodes,14.841935747268325,15.03067423017898,-0.18873848291065443,-1.2556887337209424,12.94,-0.06
energy,2023,1,94333c,Ethereum,full mesh,DDoS,40 nodes,8.001375601082445,10.484153802972221,-2.4827782018897757,-23.681245511544446,12.82,-0.18
energy,2023,2,94333c,Ethereum,full mesh,DDoS,40 nodes,9.991658898166724,10.484153802972221,-0.49249490480549696,-4.697516977153429,12.91,-0.08999999999999998
energy,2023,9,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,17.301359165909382,15.03067423017898,2.2706849357304026,15.107006518518393,13.15,0.15000000000000002
energy,2023,6,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,14.806988477996574,15.03067423017898,-0.22368575218240494,-1.4881950653503144,13.06,0.06
energy,2023,4,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,12.721689649701348,15.03067423017898,-2.308984580477631,-15.361816410348323,13.0,2.7755575615628914e-17
energy,2023,7,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,14.678936520443273,15.03067423017898,-0.3517377097357066,-2.340132613808358,13.09,0.08999999999999997
energy,2023,3,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,13.531148206881891,15.03067423017898,-1.4995260232970882,-9.976438849870757,12.97,-0.03
energy,2023,5,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,11.732334117818468,15.03067423017898,-3.2983401123605116,-21.944059606707583,13.03,0.03
energy,2023,1,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,16.598075180223894,15.03067423017898,1.5674009500449149,10.42801491165211,12.85,-0.15
energy,2023,8,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,15.883498406674052,15.03067423017898,0.8528241764950728,5.673891692647761,13.12,0.12
energy,2023,2,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,16.955881391161515,15.03067423017898,1.925207160982536,12.808521637153541,12.91,-0.08999999999999998
energy,2023,10,86eb9c,Ethereum,full mesh,GAFAM,40 nodes,12.537339008494406,15.03067423017898,-2.493335221684573,-16.588312563373837,13.18,0.18000000000000005
energy,2023,9,67c80e,Ethereum,full mesh,PayPal,40 nodes,23.115082130147687,22.23700644206746,0.8780756880802265,3.94871355714096,13.15,0.15000000000000002
energy,2023,6,67c80e,Ethereum,full mesh,PayPal,40 nodes,20.45750356654343,22.23700644206746,-1.779502875524031,-8.002438998073087,13.06,0.06
energy,2023,4,67c80e,Ethereum,full mesh,PayPal,40 nodes,25.31173571523745,22.23700644206746,3.0747292731699893,13.82708271088723,13.0,2.7755575615628914e-17
energy,2023,7,67c80e,Ethereum,full mesh,PayPal,40 nodes,22.51859385289881,22.23700644206746,0.2815874108313494,1.2663008915563778,13.09,0.08999999999999997
energy,2023,3,67c80e,Ethereum,full mesh,PayPal,40 nodes,22.127359120924048,22.23700644206746,-0.10964732114341302,-0.49308490074448474,12.97,-0.03
energy,2023,5,67c80e,Ethereum,full mesh,PayPal,40 nodes,25.955870486169395,22.23700644206746,3.7188640441019345,16.723762048594242,13.03,0.03
energy,2023,1,67c80e,Ethereum,full mesh,PayPal,40 nodes,21.94394729877732,22.23700644206746,-0.29305914329014016,-1.317889366330072,12.85,-0.15
energy,2023,8,67c80e,Ethereum,full mesh,PayPal,40 nodes,19.43346145892016,22.23700644206746,-2.803544983147301,-12.60756473876636,13.12,0.12
energy,2023,2,67c80e,Ethereum,full mesh,PayPal,40 nodes,17.828581855637434,22.23700644206746,-4.408424586430026,-19.824721452120773,12.91,-0.08999999999999998
energy,2023,10,67c80e,Ethereum,full mesh,PayPal,40 nodes,19.774808767357893,22.23700644206746,-2.462197674709568,-11.07252309848523,13.18,0.18000000000000005
energy,2023,9,038a8d,Ethereum,full mesh,Gaming,40 nodes,26.93932473860408,20.418167971616057,6.521156766988021,31.93801116757041,13.15,0.15000000000000002
energy,2023,6,038a8d,Ethereum,full mesh,Gaming,40 nodes,16.443950432159106,20.418167971616057,-3.9742175394569514,-19.464124033956608,13.06,0.06
energy,2023,4,038a8d,Ethereum,full mesh,Gaming,40 nodes,21.82661953730052,20.418167971616057,1.4084515656844623,6.898031045892047,13.0,2.7755575615628914e-17
